,HOME_TEAM_NAME,HOME_DATE,HOME_W_PCT,HOME_FG_PCT,HOME_FG3_PCT,HOME_OREB,HOME_DREB,HOME_AST,HOME_TOV,HOME_STL,HOME_BLK,HOME_PTS,AWAY_TEAM_NAME,AWAY_DATE,AWAY_W_PCT,AWAY_FG_PCT,AWAY_FG3_PCT,AWAY_OREB,AWAY_DREB,AWAY_AST,AWAY_TOV,AWAY_STL,AWAY_BLK,AWAY_PTS,Home Team Wins
109,Phoenix Suns,11172018,0.214,0.45399999999999996,0.337,8.1,33.0,23.6,18.2,6.9,3.6,102.2,Oklahoma City Thunder,11172018,0.643,0.45,0.315,13.1,33.6,21.6,14.4,11.4,5.6,111.0,False
110,Miami Heat,11182018,0.4,0.44299999999999995,0.369,11.8,35.8,22.6,16.9,6.9,6.7,110.1,Los Angeles Lakers,11182018,0.5329999999999999,0.48100000000000004,0.358,10.8,35.0,25.7,15.7,8.9,6.1,116.9,False
111,Minnesota Timberwolves,11182018,0.43799999999999994,0.439,0.371,11.3,32.4,23.3,13.9,9.6,5.8,111.0,Memphis Grizzlies,11182018,0.643,0.45299999999999996,0.365,7.8,30.4,22.6,13.6,9.8,4.4,103.6,False
112,Orlando Magic,11182018,0.5,0.45,0.34600000000000003,10.0,33.1,25.6,13.5,7.6,6.1,106.0,New York Knicks,11182018,0.25,0.436,0.316,12.3,33.1,18.8,15.3,7.8,5.0,107.3,True
113,San Antonio Spurs,11182018,0.5,0.442,0.37200000000000005,11.2,34.1,22.9,12.1,6.6,4.3,107.9,Golden State Warriors,11182018,0.706,0.501,0.402,9.9,35.8,28.9,14.9,7.2,6.1,118.0,True
114,Washington Wizards,11182018,0.33299999999999996,0.45299999999999996,0.322,9.3,31.6,22.2,14.8,8.5,6.1,111.1,Portland Trail Blazers,11182018,0.667,0.46,0.363,11.9,39.7,20.3,15.0,6.0,4.8,114.6,False
115,Charlotte Hornets,11192018,0.467,0.45399999999999996,0.353,10.3,34.7,24.8,12.9,7.1,6.1,114.9,Boston Celtics,11192018,0.563,0.43200000000000005,0.349,10.4,36.4,23.4,13.7,7.8,5.2,105.4,True
116,Detroit Pistons,11192018,0.5379999999999999,0.428,0.314,12.9,35.5,21.0,15.0,6.7,4.0,109.8,Cleveland Cavaliers,11192018,0.14300000000000002,0.449,0.354,12.0,32.3,20.2,16.1,7.6,2.6,103.4,True
117,Indiana Pacers,11192018,0.625,0.47600000000000003,0.379,7.9,33.6,22.4,14.9,8.9,5.4,104.8,Utah Jazz,11192018,0.5,0.45399999999999996,0.32299999999999995,9.6,32.8,23.2,15.4,8.5,5.3,106.8,True
118,Memphis Grizzlies,11192018,0.667,0.451,0.37,7.9,30.5,22.9,13.5,9.9,4.7,103.3,Dallas Mavericks,11192018,0.467,0.467,0.355,9.7,35.1,22.9,17.3,7.1,5.0,110.8,True
119,Milwaukee Bucks,11192018,0.733,0.486,0.373,10.3,41.1,27.0,15.6,6.8,6.6,121.1,Denver Nuggets,11192018,0.625,0.47,0.341,11.9,35.0,25.6,14.2,8.6,4.9,111.3,True
120,New Orleans Pelicans,11192018,0.563,0.48,0.354,11.6,36.6,27.1,15.1,6.7,5.9,118.3,San Antonio Spurs,11192018,0.5329999999999999,0.44299999999999995,0.375,11.2,34.3,22.9,12.1,6.3,4.3,107.7,True
121,Philadelphia 76ers,11192018,0.611,0.45299999999999996,0.348,10.0,38.6,26.2,16.7,6.6,5.8,112.9,Phoenix Suns,11192018,0.2,0.45399999999999996,0.342,7.9,32.6,23.7,18.0,7.3,3.7,102.1,True
122,Sacramento Kings,11192018,0.5,0.478,0.379,9.9,34.7,24.4,15.4,8.6,4.5,113.7,Oklahoma City Thunder,11192018,0.667,0.45,0.314,13.2,33.9,21.3,14.7,11.3,5.7,110.9,True
123,Miami Heat,11202018,0.375,0.44,0.371,11.8,35.8,22.4,16.7,6.6,6.6,109.3,Brooklyn Nets,11202018,0.41200000000000003,0.447,0.36,12.2,31.8,23.6,14.2,6.9,4.4,109.9,False
124,New York Knicks,11202018,0.235,0.43700000000000006,0.317,12.6,32.6,18.4,15.2,7.8,4.8,107.8,Portland Trail Blazers,11202018,0.688,0.45899999999999996,0.363,11.7,39.9,20.7,15.0,5.9,4.7,114.9,False
125,Orlando Magic,11202018,0.529,0.456,0.349,9.8,32.8,26.2,13.7,7.5,6.1,107.5,Toronto Raptors,11202018,0.765,0.486,0.34,10.6,36.2,24.9,15.2,9.2,5.6,116.8,False
126,Atlanta Hawks,11212018,0.17600000000000002,0.43799999999999994,0.325,9.9,34.4,24.4,18.5,8.5,5.6,107.4,Toronto Raptors,11212018,0.778,0.484,0.336,10.4,36.3,24.8,15.2,9.1,5.6,115.4,False
127,Boston Celtics,11212018,0.529,0.436,0.345,10.2,36.2,23.9,13.6,7.8,5.2,105.8,New York Knicks,11212018,0.222,0.441,0.324,12.4,32.6,18.6,15.2,7.8,4.8,108.2,False
128,Chicago Bulls,11212018,0.235,0.44,0.355,7.5,34.0,21.6,15.5,7.6,4.9,103.1,Phoenix Suns,11212018,0.188,0.45799999999999996,0.345,7.7,32.2,23.8,17.7,7.4,3.8,102.8,True
129,Charlotte Hornets,11212018,0.5,0.456,0.354,10.2,34.8,24.4,12.9,7.0,5.9,115.0,Indiana Pacers,11212018,0.647,0.479,0.385,8.1,33.5,23.1,14.5,9.2,5.3,105.7,True
130,Cleveland Cavaliers,11212018,0.133,0.449,0.355,11.9,31.8,19.9,15.7,7.6,2.7,103.3,Los Angeles Lakers,11212018,0.563,0.478,0.361,11.0,35.1,25.1,15.4,8.8,6.1,116.7,False
131,Dallas Mavericks,11212018,0.43799999999999994,0.45899999999999996,0.35200000000000004,9.6,35.1,22.6,16.9,7.2,4.9,109.4,Brooklyn Nets,11212018,0.444,0.446,0.355,12.3,32.3,23.2,14.1,6.9,4.3,109.6,True
132,Golden State Warriors,11212018,0.667,0.496,0.391,9.9,35.8,28.4,14.8,7.2,5.9,116.6,Oklahoma City Thunder,11212018,0.625,0.447,0.312,13.2,34.3,21.3,14.6,11.1,5.6,111.1,False
133,Houston Rockets,11212018,0.5329999999999999,0.433,0.337,10.7,30.5,20.5,14.4,8.4,6.1,105.3,Detroit Pistons,11212018,0.5710000000000001,0.43,0.316,12.9,35.6,21.4,14.8,6.6,4.0,110.0,True
134,Milwaukee Bucks,11212018,0.75,0.484,0.369,10.4,40.9,26.6,15.8,6.9,6.4,120.1,Portland Trail Blazers,11212018,0.706,0.46,0.369,11.8,39.2,20.9,14.8,6.0,4.6,115.1,True
135,Minnesota Timberwolves,11212018,0.41200000000000003,0.436,0.373,11.2,32.8,23.1,14.3,9.5,5.6,109.6,Denver Nuggets,11212018,0.588,0.467,0.337,11.9,34.7,25.9,14.4,8.5,4.9,110.5,False
136,Philadelphia 76ers,11212018,0.632,0.45399999999999996,0.345,10.2,38.6,26.1,16.8,6.6,5.6,113.2,New Orleans Pelicans,11212018,0.588,0.486,0.355,11.8,36.1,27.5,14.8,6.9,5.8,119.5,True
137,San Antonio Spurs,11212018,0.5,0.445,0.38299999999999995,11.6,33.8,22.9,12.3,6.4,4.1,108.8,Memphis Grizzlies,11212018,0.688,0.452,0.37200000000000005,7.8,31.1,23.3,13.7,9.8,5.1,103.0,False
138,Utah Jazz,11212018,0.47100000000000003,0.456,0.32799999999999996,9.2,32.8,23.4,15.6,8.4,5.5,106.0,Sacramento Kings,11212018,0.529,0.47600000000000003,0.38299999999999995,10.2,35.3,24.6,15.4,8.5,4.5,113.9,False
139,Atlanta Hawks,11232018,0.16699999999999998,0.439,0.322,9.9,33.8,24.3,17.9,8.6,5.7,107.4,Boston Celtics,11232018,0.5,0.434,0.34299999999999997,10.5,36.1,24.2,13.3,7.9,5.4,106.0,False
140,Brooklyn Nets,11232018,0.42100000000000004,0.446,0.354,12.5,31.9,23.2,14.1,6.9,4.2,109.8,Minnesota Timberwolves,11232018,0.389,0.43700000000000006,0.368,11.1,32.8,23.1,14.5,9.4,5.5,109.1,False
141,Chicago Bulls,11232018,0.278,0.446,0.359,7.3,34.1,21.9,15.6,7.7,4.8,104.2,Miami Heat,11232018,0.353,0.435,0.363,12.2,35.7,22.2,16.5,6.5,6.6,108.3,False
142,Denver Nuggets,11232018,0.611,0.467,0.341,11.8,34.5,26.1,14.4,8.7,4.8,110.1,Orlando Magic,11232018,0.5,0.45399999999999996,0.345,9.9,33.1,26.1,13.7,7.3,6.0,106.6,True
143,Detroit Pistons,11232018,0.5329999999999999,0.433,0.326,13.1,34.7,21.3,14.9,6.7,3.8,110.9,Houston Rockets,11232018,0.563,0.44,0.34,10.3,30.5,20.3,14.4,8.4,6.2,106.6,True
144,Golden State Warriors,11232018,0.632,0.49200000000000005,0.38299999999999995,9.7,35.7,28.2,14.9,7.2,6.2,115.4,Portland Trail Blazers,11232018,0.667,0.455,0.359,11.7,38.7,20.5,14.9,6.1,4.7,114.2,True
145,Indiana Pacers,11232018,0.611,0.48,0.381,8.2,33.2,23.3,14.5,8.9,5.4,105.9,San Antonio Spurs,11232018,0.47100000000000003,0.444,0.379,11.5,33.7,22.8,12.1,6.2,4.1,108.5,False
146,Los Angeles Lakers,11232018,0.588,0.48,0.361,10.8,35.6,25.0,15.4,8.4,6.2,116.2,Utah Jazz,11232018,0.444,0.45399999999999996,0.327,9.4,32.9,23.2,15.3,8.3,5.6,106.2,True
147,Milwaukee Bucks,11232018,0.765,0.48700000000000004,0.366,10.6,41.2,27.1,15.6,6.9,6.1,121.4,Phoenix Suns,11232018,0.17600000000000002,0.46,0.342,7.6,32.1,24.0,17.4,7.5,3.8,103.6,False
148,New York Knicks,11232018,0.263,0.44299999999999995,0.33399999999999996,12.3,32.9,18.9,15.3,7.5,5.2,108.6,New Orleans Pelicans,11232018,0.556,0.483,0.35600000000000004,12.2,36.0,27.3,14.8,6.9,5.9,119.6,True
149,Oklahoma City Thunder,11232018,0.647,0.45,0.316,13.5,34.8,21.8,14.3,11.0,5.5,111.8,Charlotte Hornets,11232018,0.529,0.462,0.36700000000000005,9.9,34.5,24.7,12.9,7.0,5.8,115.7,True
150,Philadelphia 76ers,11232018,0.65,0.45399999999999996,0.345,10.2,38.5,26.2,16.8,6.7,5.7,113.6,Cleveland Cavaliers,11232018,0.125,0.444,0.358,12.1,31.8,19.8,14.9,7.3,2.6,103.4,False
151,Toronto Raptors,11232018,0.789,0.486,0.33799999999999997,10.6,36.5,25.3,15.4,8.9,5.4,115.9,Washington Wizards,11232018,0.353,0.451,0.327,9.4,31.8,22.8,14.2,8.4,6.4,111.8,True
152,Cleveland Cavaliers,11242018,0.17600000000000002,0.449,0.366,12.2,31.5,19.6,14.6,7.3,2.5,104.4,Houston Rockets,11242018,0.529,0.43799999999999994,0.337,10.7,30.3,20.4,14.4,8.2,6.2,106.9,True
153,Dallas Mavericks,11242018,0.47100000000000003,0.46,0.355,9.5,35.2,22.5,16.7,7.4,4.8,109.9,Boston Celtics,11242018,0.526,0.435,0.342,10.3,36.1,24.6,13.4,8.1,5.5,106.4,True
154,Golden State Warriors,11242018,0.65,0.496,0.391,9.6,35.8,28.2,14.9,7.4,6.4,115.9,Sacramento Kings,11242018,0.556,0.479,0.385,10.1,35.6,24.8,15.2,8.3,4.4,114.2,True
155,Milwaukee Bucks,11242018,0.722,0.48700000000000004,0.358,10.4,40.9,27.2,15.6,6.9,6.2,121.0,San Antonio Spurs,11242018,0.5,0.447,0.384,11.4,33.9,23.1,12.2,6.1,4.1,108.6,True
156,Minnesota Timberwolves,11242018,0.42100000000000004,0.439,0.36700000000000005,10.9,32.6,23.2,14.1,9.7,5.4,109.3,Chicago Bulls,11242018,0.263,0.442,0.353,7.5,34.4,22.0,15.7,7.7,4.8,103.8,True
157,Oklahoma City Thunder,11242018,0.667,0.449,0.317,13.3,34.8,21.9,14.3,10.7,5.3,111.6,Denver Nuggets,11242018,0.632,0.46799999999999997,0.34,11.8,34.7,26.4,14.2,8.7,4.8,110.2,False
158,Washington Wizards,11242018,0.33299999999999996,0.44799999999999995,0.317,9.6,31.7,23.1,14.1,8.3,6.4,111.5,New Orleans Pelicans,11242018,0.526,0.478,0.35,12.6,35.9,27.2,14.8,6.8,5.9,119.0,True
159,Atlanta Hawks,11252018,0.158,0.43799999999999994,0.314,9.6,33.9,24.2,18.1,8.6,5.8,106.8,Charlotte Hornets,11252018,0.5,0.461,0.359,10.0,34.5,24.7,12.9,7.1,5.7,115.1,True
160,Brooklyn Nets,11252018,0.4,0.445,0.35100000000000003,12.3,32.2,23.4,14.4,6.7,4.2,109.4,Philadelphia 76ers,11252018,0.619,0.457,0.34600000000000003,9.9,38.0,26.2,16.4,6.6,5.5,113.5,False
161,Detroit Pistons,11252018,0.563,0.434,0.32299999999999995,13.1,34.7,21.1,14.8,6.9,3.9,111.3,Phoenix Suns,11252018,0.222,0.462,0.342,7.5,32.2,23.8,17.1,7.6,3.8,104.3,True
162,Los Angeles Lakers,11252018,0.611,0.479,0.358,10.4,35.9,24.2,15.8,8.6,6.2,114.8,Orlando Magic,11252018,0.474,0.451,0.34,9.6,33.1,25.9,13.8,7.3,5.8,105.5,False
163,Memphis Grizzlies,11252018,0.667,0.45399999999999996,0.36700000000000005,7.4,31.9,23.4,13.6,9.2,5.3,103.3,New York Knicks,11252018,0.3,0.444,0.336,12.3,33.0,19.1,15.0,7.6,5.4,108.9,False
164,Sacramento Kings,11252018,0.526,0.47600000000000003,0.386,10.2,35.5,24.9,14.8,8.2,4.4,114.3,Utah Jazz,11252018,0.42100000000000004,0.451,0.321,9.3,32.9,23.2,15.5,8.5,5.5,105.0,False
165,Toronto Raptors,11252018,0.8,0.48700000000000004,0.34299999999999997,10.7,36.6,25.6,15.4,8.7,5.4,116.4,Miami Heat,11252018,0.389,0.435,0.359,12.1,35.8,22.1,16.4,6.7,6.8,108.0,True
166,Chicago Bulls,11262018,0.25,0.44,0.35100000000000003,7.5,34.4,22.0,15.7,7.7,4.8,103.4,San Antonio Spurs,11262018,0.474,0.452,0.38799999999999996,11.3,33.7,23.3,12.1,6.2,4.1,109.7,False
167,Charlotte Hornets,11262018,0.474,0.461,0.361,10.0,34.4,24.9,12.9,7.1,5.6,115.5,Milwaukee Bucks,11262018,0.737,0.491,0.359,10.2,40.6,27.4,15.4,6.9,6.0,121.7,True
168,Cleveland Cavaliers,11262018,0.222,0.452,0.363,12.7,31.4,19.3,14.6,7.5,2.5,105.1,Minnesota Timberwolves,11262018,0.45,0.43700000000000006,0.358,11.5,32.9,23.2,14.1,9.6,5.4,109.4,False
169,Golden State Warriors,11262018,0.667,0.495,0.386,9.7,36.1,28.2,14.9,7.2,6.3,116.0,Orlando Magic,11262018,0.5,0.451,0.341,9.6,33.3,26.2,13.8,7.4,5.8,105.7,True
170,New Orleans Pelicans,11262018,0.5,0.478,0.35100000000000003,12.4,36.0,27.0,14.9,7.0,5.8,118.8,Boston Celtics,11262018,0.5,0.43700000000000006,0.34299999999999997,10.3,36.0,24.3,13.7,8.1,5.4,106.3,False
171,Utah Jazz,11262018,0.45,0.455,0.322,9.5,33.1,23.5,15.7,8.6,5.5,106.4,Indiana Pacers,11262018,0.579,0.479,0.369,8.4,33.2,23.7,14.4,8.9,5.2,105.6,False
172,Washington Wizards,11262018,0.368,0.45399999999999996,0.318,9.4,32.2,23.5,14.2,8.5,6.6,112.2,Houston Rockets,11262018,0.5,0.441,0.33899999999999997,10.6,29.9,20.3,14.5,8.1,6.1,106.9,True
173,Denver Nuggets,11272018,0.65,0.465,0.34,12.0,35.0,26.4,14.4,8.6,5.1,110.0,Los Angeles Lakers,11272018,0.579,0.478,0.36,10.2,36.0,24.1,15.9,8.6,6.4,114.2,True
174,Detroit Pistons,11272018,0.588,0.436,0.32799999999999996,13.1,34.3,21.6,14.7,7.1,3.6,111.6,New York Knicks,11272018,0.33299999999999996,0.44,0.337,12.3,33.4,19.0,14.7,7.4,5.4,108.6,True
175,Memphis Grizzlies,11272018,0.632,0.45399999999999996,0.36700000000000005,7.4,32.1,23.6,13.3,9.0,6.0,103.0,Toronto Raptors,11272018,0.81,0.488,0.342,10.7,36.5,25.6,15.2,8.5,5.5,116.8,False
176,Miami Heat,11272018,0.368,0.433,0.36200000000000004,12.3,35.5,22.0,15.9,6.7,6.7,108.4,Atlanta Hawks,11272018,0.2,0.44299999999999995,0.32,9.6,33.8,24.7,18.0,8.5,6.0,107.7,False
177,Phoenix Suns,11272018,0.21100000000000002,0.465,0.341,7.6,32.2,23.7,17.1,7.5,3.9,104.4,Indiana Pacers,11272018,0.6,0.484,0.373,8.2,33.3,24.2,14.5,9.2,5.2,106.4,False
178,Brooklyn Nets,11282018,0.381,0.45,0.353,12.2,32.2,23.1,14.4,6.5,4.2,110.1,Utah Jazz,11282018,0.429,0.45399999999999996,0.319,9.5,32.9,23.6,15.8,8.7,5.4,105.5,False
179,Charlotte Hornets,11282018,0.5,0.461,0.365,9.8,34.6,24.8,12.8,7.2,5.6,115.2,Atlanta Hawks,11282018,0.23800000000000002,0.445,0.32299999999999995,9.6,33.9,24.6,18.2,8.7,6.0,108.0,True
180,Houston Rockets,11282018,0.474,0.44299999999999995,0.341,10.9,29.9,20.4,14.8,8.1,6.1,108.2,Dallas Mavericks,11282018,0.5,0.462,0.35700000000000004,9.7,34.9,22.7,16.7,7.6,4.7,110.1,False
181,Milwaukee Bucks,11282018,0.7,0.48700000000000004,0.358,10.2,40.5,27.3,15.5,6.9,6.0,121.0,Chicago Bulls,11282018,0.23800000000000002,0.441,0.355,7.3,34.5,22.0,15.5,7.6,4.8,103.6,True
182,Minnesota Timberwolves,11282018,0.47600000000000003,0.43799999999999994,0.35600000000000004,11.3,32.8,22.9,13.9,9.5,5.5,109.0,San Antonio Spurs,11282018,0.5,0.45299999999999996,0.385,11.1,34.0,23.6,12.0,6.2,4.0,109.6,True
183,New Orleans Pelicans,11282018,0.47600000000000003,0.47600000000000003,0.35200000000000004,12.2,35.7,26.7,15.2,7.0,5.7,118.2,Washington Wizards,11282018,0.4,0.46,0.321,9.4,32.0,23.8,14.1,8.5,6.6,113.3,True
184,Oklahoma City Thunder,11282018,0.632,0.444,0.311,13.6,34.8,21.9,14.1,10.6,5.3,110.9,Cleveland Cavaliers,11282018,0.21100000000000002,0.45,0.36,12.5,31.4,19.6,14.7,7.3,2.5,104.6,True
185,Philadelphia 76ers,11282018,0.636,0.45899999999999996,0.349,10.0,37.5,26.3,16.1,6.7,5.5,114.1,New York Knicks,11282018,0.318,0.43799999999999994,0.336,12.4,33.6,18.8,14.6,7.3,5.4,108.6,True
186,Portland Trail Blazers,11282018,0.6,0.451,0.35100000000000003,12.0,38.3,20.5,14.7,6.1,4.6,112.7,Orlando Magic,11282018,0.47600000000000003,0.451,0.34600000000000003,9.4,33.0,26.3,13.7,7.5,5.6,105.9,True
187,Los Angeles Lakers,11292018,0.55,0.474,0.34700000000000003,10.1,35.8,23.8,15.8,8.4,6.5,112.8,Indiana Pacers,11292018,0.619,0.48100000000000004,0.376,8.6,33.5,24.2,14.3,9.1,5.2,106.5,True
188,Toronto Raptors,11292018,0.818,0.493,0.35100000000000003,10.4,36.1,25.5,15.2,8.3,5.5,117.0,Golden State Warriors,11292018,0.682,0.494,0.385,9.7,36.1,27.9,14.9,7.3,6.4,116.0,True
189,Boston Celtics,11302018,0.524,0.44,0.35,10.4,35.6,24.4,13.7,8.4,5.3,107.1,Cleveland Cavaliers,11302018,0.2,0.447,0.36200000000000004,12.2,31.6,19.6,14.7,7.2,2.5,103.5,True
190,Brooklyn Nets,11302018,0.364,0.446,0.353,12.3,32.3,22.6,14.7,6.7,4.2,109.3,Memphis Grizzlies,11302018,0.6,0.456,0.366,7.6,31.7,23.8,13.4,9.0,6.0,103.6,False
191,Charlotte Hornets,11302018,0.524,0.461,0.36,9.5,34.8,24.5,12.9,7.6,5.6,114.9,Utah Jazz,11302018,0.455,0.455,0.319,9.4,33.2,23.3,16.0,8.7,5.4,105.3,False
192,Detroit Pistons,11302018,0.611,0.43799999999999994,0.326,12.8,34.7,21.5,14.6,6.9,3.8,111.8,Chicago Bulls,11302018,0.22699999999999998,0.442,0.35100000000000003,7.4,34.6,22.3,15.3,7.6,4.7,104.0,True
193,Los Angeles Lakers,11302018,0.5710000000000001,0.475,0.345,10.1,35.9,23.9,15.9,8.4,6.7,112.3,Dallas Mavericks,11302018,0.526,0.466,0.365,9.7,34.5,22.9,16.6,7.7,4.8,111.1,True
194,Miami Heat,11302018,0.35,0.435,0.361,12.3,35.3,22.0,16.1,7.4,6.6,108.6,New Orleans Pelicans,11302018,0.5,0.47700000000000004,0.349,12.4,36.2,26.6,15.4,7.2,5.7,118.5,True
195,Oklahoma City Thunder,11302018,0.65,0.445,0.307,13.4,35.2,22.1,14.0,10.4,5.6,110.4,Atlanta Hawks,11302018,0.22699999999999998,0.44,0.318,9.9,34.1,24.4,18.3,8.8,6.1,107.4,True
196,Philadelphia 76ers,11302018,0.652,0.462,0.354,10.0,37.7,26.6,16.1,6.7,5.5,114.3,Washington Wizards,11302018,0.381,0.45799999999999996,0.322,9.5,31.7,23.9,14.2,8.6,6.4,112.9,True
197,Phoenix Suns,11302018,0.19,0.462,0.34,7.8,32.0,23.4,16.7,8.0,4.1,104.1,Orlando Magic,11302018,0.455,0.45399999999999996,0.35200000000000004,9.1,33.0,26.4,13.7,7.3,5.7,106.1,False
198,Portland Trail Blazers,11302018,0.619,0.451,0.359,12.0,38.1,20.6,14.6,6.1,4.4,112.8,Denver Nuggets,11302018,0.667,0.466,0.341,12.1,35.4,26.5,14.3,8.5,5.0,110.3,False
199,San Antonio Spurs,11302018,0.47600000000000003,0.451,0.38,11.1,34.0,23.5,12.3,6.0,4.1,108.6,Houston Rockets,11302018,0.45,0.444,0.33799999999999997,11.2,29.6,20.8,15.0,8.2,6.0,108.2,False
