,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,DATE
193,1610612747,Los Angeles Lakers,11,5,6,0.455,48.5,46.1,93.5,0.493,10.3,29.1,0.353,16.0,22.2,0.721,9.9,34.7,44.6,26.2,15.5,8.6,6.2,5.6,22.2,21.4,118.5,-0.6,7,15,18,17,7,1,1,3,19,22,14,25,20,23,19,13,16,4,21,6,7,19,11,21,3,16,10,Los Angeles Lakers,11072018
194,1610612763,Memphis Grizzlies,10,6,4,0.6,48.0,35.8,80.0,0.448,10.1,27.1,0.373,20.5,27.2,0.754,7.3,30.0,37.3,23.4,13.4,10.2,4.0,4.6,22.6,23.8,102.2,1.6,20,8,6,6,13,30,30,18,20,25,6,8,8,17,30,30,30,17,3,2,26,6,14,9,28,11,10,Memphis Grizzlies,11072018
195,1610612748,Miami Heat,10,5,5,0.5,48.5,40.0,91.6,0.437,12.2,34.0,0.359,19.3,27.0,0.715,12.7,37.3,50.0,22.4,15.9,7.1,7.3,7.3,22.7,25.0,111.5,1.4,20,15,11,15,5,15,7,24,7,8,13,12,9,26,2,6,3,21,24,18,1,30,15,5,10,12,10,Miami Heat,11072018
196,1610612749,Milwaukee Bucks,10,8,2,0.8,48.0,43.4,91.2,0.476,15.6,41.1,0.38,17.6,21.9,0.804,10.1,43.1,53.2,26.4,15.9,5.7,6.1,5.3,21.5,21.4,120.0,12.7,20,4,3,4,13,6,10,7,1,2,5,19,22,7,17,1,1,3,24,29,8,17,8,20,2,2,10,Milwaukee Bucks,11072018
197,1610612750,Minnesota Timberwolves,12,4,8,0.333,48.0,39.9,92.4,0.432,11.1,30.6,0.362,19.7,24.0,0.819,11.4,30.8,42.2,22.4,12.9,9.5,6.3,5.6,20.5,21.8,110.6,-6.8,1,21,23,23,13,16,3,26,13,17,11,10,15,6,8,28,25,20,2,3,6,18,5,16,15,24,10,Minnesota Timberwolves,11072018
198,1610612740,New Orleans Pelicans,11,5,6,0.455,48.0,43.5,91.1,0.477,9.7,27.7,0.351,20.9,28.3,0.74,11.4,35.7,47.1,26.7,15.1,7.3,5.8,5.0,24.2,23.0,117.5,-1.1,7,15,18,17,13,5,12,6,25,24,16,5,5,20,9,10,8,2,17,17,14,12,27,13,4,18,10,New Orleans Pelicans,11072018
199,1610612752,New York Knicks,12,4,8,0.333,48.8,39.7,91.2,0.435,9.9,29.8,0.332,18.1,23.3,0.778,12.3,33.2,45.4,19.7,15.0,7.6,3.8,6.5,23.2,22.1,107.3,-2.6,1,21,23,23,4,18,11,25,23,21,25,16,16,14,4,22,14,30,15,16,27,27,21,15,22,21,10,New York Knicks,11072018
200,1610612760,Oklahoma City Thunder,10,6,4,0.6,48.0,41.1,92.2,0.446,8.9,30.1,0.296,20.3,29.4,0.69,12.0,34.1,46.1,21.2,14.1,11.8,6.0,4.4,25.2,26.3,111.4,2.6,20,8,6,6,13,11,4,20,29,19,30,9,2,29,5,16,12,26,8,1,9,5,30,1,11,10,10,Oklahoma City Thunder,11072018
201,1610612753,Orlando Magic,11,4,7,0.364,48.0,39.2,91.3,0.429,9.8,31.5,0.312,13.1,17.9,0.731,10.5,33.5,44.1,24.9,13.8,7.9,5.9,4.1,19.7,19.8,101.3,-8.5,7,21,22,22,13,22,8,28,24,15,27,30,30,21,14,20,19,10,7,13,10,4,3,29,29,26,10,Orlando Magic,11072018
202,1610612755,Philadelphia 76ers,12,7,5,0.583,48.4,38.6,87.6,0.441,11.1,32.9,0.337,22.4,28.4,0.789,10.0,39.2,49.2,25.7,16.5,6.8,5.8,5.7,23.2,23.9,110.7,-0.7,1,6,11,11,12,26,24,22,13,11,23,2,4,11,18,3,5,5,27,21,12,20,21,7,14,17,10,Philadelphia 76ers,11072018
203,1610612756,Phoenix Suns,10,2,8,0.2,48.0,36.6,81.8,0.447,10.3,30.5,0.338,17.1,21.8,0.784,8.5,33.7,42.2,23.7,18.9,6.2,2.8,4.8,24.0,21.6,100.6,-13.2,20,28,23,28,13,29,29,19,18,18,22,20,23,12,26,19,24,15,29,27,29,8,25,18,30,30,10,Phoenix Suns,11072018
204,1610612757,Portland Trail Blazers,11,8,3,0.727,48.5,42.5,90.3,0.47,11.6,32.3,0.361,20.7,24.3,0.854,11.5,40.3,51.8,20.5,14.9,6.2,4.6,5.9,21.7,21.8,117.3,9.9,7,4,5,5,7,8,14,9,11,14,12,6,14,1,7,2,2,27,13,28,23,21,9,17,6,3,10,Portland Trail Blazers,11072018
205,1610612758,Sacramento Kings,11,6,5,0.545,48.0,45.4,91.6,0.495,10.5,26.7,0.395,16.2,24.6,0.657,9.5,34.9,44.5,25.5,15.2,8.5,4.8,6.1,23.0,23.5,117.5,-1.4,7,8,11,13,13,3,6,2,17,26,3,24,12,30,24,12,17,6,18,9,21,25,16,10,5,19,10,Sacramento Kings,11072018
206,1610612759,San Antonio Spurs,10,6,4,0.6,49.0,41.3,92.0,0.449,9.4,24.6,0.382,18.9,22.6,0.836,11.2,34.5,45.7,24.3,11.6,7.0,4.1,5.0,19.3,22.4,110.9,1.1,20,8,6,6,3,9,5,17,26,28,4,13,17,2,10,15,13,14,1,19,25,12,1,14,12,13,10,San Antonio Spurs,11072018
207,1610612761,Toronto Raptors,12,11,1,0.917,48.0,44.4,90.7,0.49,11.7,33.7,0.347,16.6,20.8,0.799,10.4,36.4,46.8,25.3,14.6,8.7,5.8,4.8,23.2,21.1,117.1,9.3,1,1,1,1,13,4,13,4,10,10,20,23,26,9,15,9,10,7,12,5,12,7,21,22,7,4,10,Toronto Raptors,11072018
208,1610612762,Utah Jazz,11,5,6,0.455,48.0,39.0,84.2,0.463,11.3,32.4,0.348,21.3,29.4,0.724,9.8,32.6,42.5,24.5,14.9,8.5,5.7,3.8,23.0,25.8,110.5,1.1,7,15,18,17,13,23,28,11,12,13,18,4,3,22,21,24,22,13,13,9,15,3,16,2,16,14,10,Utah Jazz,11072018
209,1610612764,Washington Wizards,10,2,8,0.2,48.5,39.0,88.6,0.44,10.6,33.9,0.313,21.6,27.3,0.791,8.5,31.3,39.8,22.3,14.4,8.1,7.0,5.1,23.7,23.2,110.2,-10.3,20,28,23,28,5,23,19,23,16,9,26,3,7,10,26,26,29,22,10,12,2,14,24,12,17,28,10,Washington Wizards,11072018
210,1610612737,Atlanta Hawks,11,3,8,0.273,48.0,39.9,88.5,0.451,12.2,35.8,0.34,17.6,24.5,0.721,9.5,34.1,43.5,25.3,19.0,8.3,6.5,5.2,24.1,23.8,109.6,-9.2,9,25,23,25,15,17,19,15,8,4,21,19,14,24,24,17,21,8,30,11,4,16,26,8,18,27,10,Atlanta Hawks,11082018
211,1610612738,Boston Celtics,11,7,4,0.636,48.5,38.5,89.9,0.428,13.0,36.7,0.354,15.4,20.1,0.765,10.5,37.6,48.2,23.4,13.8,6.4,5.5,3.5,22.1,21.0,105.3,3.3,9,6,6,6,7,27,15,28,3,3,14,26,29,15,14,4,6,17,6,25,18,1,10,23,25,10,10,Boston Celtics,11082018
212,1610612751,Brooklyn Nets,11,5,6,0.455,48.5,41.0,89.3,0.459,12.9,34.9,0.37,14.5,20.2,0.716,11.0,33.0,44.0,24.6,15.3,6.5,4.6,4.9,23.0,20.5,109.4,0.7,9,15,17,17,7,11,16,12,5,5,7,28,28,25,12,23,20,12,20,22,24,9,17,26,21,15,10,Brooklyn Nets,11082018
213,1610612766,Charlotte Hornets,11,6,5,0.545,48.0,42.9,91.3,0.47,12.5,34.4,0.365,17.1,21.3,0.803,10.4,34.5,44.9,25.3,13.5,6.3,6.5,6.8,20.5,21.5,115.5,7.9,9,10,10,12,15,7,8,9,6,6,10,20,24,7,17,14,15,8,4,26,3,28,4,18,8,6,10,Charlotte Hornets,11082018
214,1610612741,Chicago Bulls,12,3,9,0.25,49.3,39.6,87.5,0.452,11.0,29.9,0.368,17.0,22.3,0.764,8.1,34.1,42.2,22.7,15.0,6.9,5.6,6.9,20.9,19.3,107.2,-7.2,1,25,28,27,2,19,25,14,15,20,8,21,20,16,29,19,25,19,15,20,17,29,6,30,23,25,10,Chicago Bulls,11082018
215,1610612739,Cleveland Cavaliers,11,1,10,0.091,48.0,38.9,87.6,0.444,8.2,23.5,0.347,17.7,21.5,0.823,11.8,30.5,42.3,20.3,15.5,7.6,2.0,6.0,22.1,20.5,103.7,-10.6,9,30,30,30,15,25,23,21,30,30,19,18,22,3,6,29,23,27,22,14,30,21,10,25,26,29,10,Cleveland Cavaliers,11082018
216,1610612742,Dallas Mavericks,11,3,8,0.273,48.5,39.5,87.8,0.45,12.0,34.4,0.349,19.6,25.2,0.78,10.9,33.5,44.4,23.0,17.6,6.3,4.7,4.9,22.3,25.6,110.7,-4.5,9,25,23,25,7,20,22,16,9,6,17,11,10,13,13,21,18,18,28,26,23,9,13,3,12,22,10,Dallas Mavericks,11082018
217,1610612743,Denver Nuggets,11,9,2,0.818,48.5,40.9,89.2,0.459,8.9,28.9,0.308,18.8,25.1,0.75,12.5,35.5,47.9,24.7,14.5,9.0,5.0,6.0,21.1,23.4,109.5,8.4,9,3,2,3,7,12,17,13,28,23,28,14,11,18,3,11,7,11,11,4,20,21,7,11,19,5,10,Denver Nuggets,11082018
218,1610612765,Detroit Pistons,10,5,5,0.5,49.5,39.4,92.7,0.425,10.0,32.8,0.305,20.6,27.6,0.746,12.9,36.6,49.5,19.8,15.6,6.4,3.7,5.1,24.7,24.7,109.4,-1.9,25,15,10,15,1,21,2,29,21,12,29,7,6,19,1,8,4,29,25,24,28,14,30,6,20,20,10,Detroit Pistons,11082018
219,1610612744,Golden State Warriors,12,10,2,0.833,48.0,45.5,88.2,0.516,13.0,31.1,0.418,18.4,22.5,0.819,9.5,36.8,46.3,30.6,15.4,7.6,5.9,3.7,22.9,20.7,122.4,10.7,1,2,2,2,15,2,21,1,3,16,1,15,18,6,23,6,11,1,21,15,10,2,16,24,1,2,10,Golden State Warriors,11082018
220,1610612745,Houston Rockets,10,4,6,0.4,48.0,37.1,88.2,0.421,13.7,41.9,0.327,14.9,20.9,0.713,11.1,30.5,41.6,20.8,14.6,8.6,6.2,4.8,23.4,20.0,102.8,-6.1,25,21,17,21,15,28,20,30,2,1,25,27,25,27,11,28,27,26,13,7,6,8,23,27,27,23,10,Houston Rockets,11082018
221,1610612754,Indiana Pacers,12,7,5,0.583,48.0,41.2,85.7,0.481,9.0,24.6,0.366,14.3,20.3,0.704,8.5,32.3,40.8,22.3,13.7,8.5,5.3,6.0,19.3,19.9,105.6,3.5,1,6,10,10,15,10,27,5,27,29,9,29,27,28,26,25,28,23,5,8,19,21,2,28,24,9,10,Indiana Pacers,11082018
222,1610612746,LA Clippers,11,6,5,0.545,48.0,40.9,86.4,0.474,9.8,24.9,0.394,23.5,28.6,0.822,9.4,36.6,46.0,22.0,15.1,5.3,6.1,6.4,24.5,24.8,115.2,4.8,9,10,10,12,15,12,26,8,23,27,3,1,3,4,25,7,12,24,17,30,9,26,29,5,9,7,10,LA Clippers,11082018
223,1610612747,Los Angeles Lakers,11,5,6,0.455,48.5,46.1,93.5,0.493,10.3,29.1,0.353,16.0,22.2,0.721,9.9,34.7,44.6,26.2,15.5,8.6,6.2,5.6,22.2,21.4,118.5,-0.6,9,15,17,17,7,1,1,3,19,22,15,25,21,23,20,13,16,4,22,6,7,19,12,20,3,16,10,Los Angeles Lakers,11082018
224,1610612763,Memphis Grizzlies,10,6,4,0.6,48.0,35.8,80.0,0.448,10.1,27.1,0.373,20.5,27.2,0.754,7.3,30.0,37.3,23.4,13.4,10.2,4.0,4.6,22.6,23.8,102.2,1.6,25,10,6,8,15,30,30,18,20,25,5,8,8,17,30,30,30,16,3,2,26,6,14,9,28,11,10,Memphis Grizzlies,11082018
225,1610612748,Miami Heat,10,5,5,0.5,48.5,40.0,91.6,0.437,12.2,34.0,0.359,19.3,27.0,0.715,12.7,37.3,50.0,22.4,15.9,7.1,7.3,7.3,22.7,25.0,111.5,1.4,25,15,10,15,5,15,7,24,7,8,13,12,9,26,2,5,3,21,26,18,1,30,15,4,10,12,10,Miami Heat,11082018
226,1610612749,Milwaukee Bucks,11,9,2,0.818,48.0,44.2,92.1,0.48,15.0,40.5,0.37,17.9,22.4,0.801,10.4,42.2,52.5,27.0,15.5,6.2,6.2,5.4,21.6,21.5,121.3,13.6,9,3,2,3,15,5,4,6,1,2,6,17,19,8,17,1,1,2,24,28,7,17,9,19,2,1,10,Milwaukee Bucks,11082018
227,1610612750,Minnesota Timberwolves,12,4,8,0.333,48.0,39.9,92.4,0.432,11.1,30.6,0.362,19.7,24.0,0.819,11.4,30.8,42.2,22.4,12.9,9.5,6.3,5.6,20.5,21.8,110.6,-6.8,1,21,23,23,15,16,3,26,13,19,11,10,15,5,8,27,25,20,2,3,5,18,5,16,14,24,10,Minnesota Timberwolves,11082018
228,1610612740,New Orleans Pelicans,11,5,6,0.455,48.0,43.5,91.1,0.477,9.7,27.7,0.351,20.9,28.3,0.74,11.4,35.7,47.1,26.7,15.1,7.3,5.8,5.0,24.2,23.0,117.5,-1.1,9,15,17,17,15,6,12,7,25,24,16,6,5,20,9,10,8,3,17,17,14,12,27,13,4,18,10,New Orleans Pelicans,11082018
229,1610612752,New York Knicks,12,4,8,0.333,48.8,39.7,91.2,0.435,9.9,29.8,0.332,18.1,23.3,0.778,12.3,33.2,45.4,19.7,15.0,7.6,3.8,6.5,23.2,22.1,107.3,-2.6,1,21,23,23,4,18,11,25,22,21,24,16,16,14,4,22,14,30,15,15,27,27,20,15,22,21,10,New York Knicks,11082018
230,1610612760,Oklahoma City Thunder,11,7,4,0.636,48.0,40.6,91.2,0.446,8.9,30.7,0.29,20.0,28.9,0.692,12.1,34.5,46.6,20.9,14.2,11.6,5.8,4.3,24.4,26.3,110.2,4.0,9,6,6,6,15,14,10,20,28,18,30,9,2,29,5,14,10,25,8,1,14,5,28,1,17,8,10,Oklahoma City Thunder,11082018
231,1610612753,Orlando Magic,11,4,7,0.364,48.0,39.2,91.3,0.429,9.8,31.5,0.312,13.1,17.9,0.731,10.5,33.5,44.1,24.9,13.8,7.9,5.9,4.1,19.7,19.8,101.3,-8.5,9,21,22,22,15,22,8,27,23,15,27,30,30,21,14,20,19,10,6,13,11,4,3,29,30,26,10,Orlando Magic,11082018
232,1610612755,Philadelphia 76ers,12,7,5,0.583,48.4,38.6,87.6,0.441,11.1,32.9,0.337,22.4,28.4,0.789,10.0,39.2,49.2,25.7,16.5,6.8,5.8,5.7,23.2,23.9,110.7,-0.7,1,6,10,10,13,26,24,22,13,11,22,2,4,12,19,3,5,5,27,21,12,20,20,7,13,17,10,Philadelphia 76ers,11082018
233,1610612756,Phoenix Suns,11,2,9,0.182,48.5,37.0,82.8,0.447,10.4,30.9,0.335,17.0,21.5,0.789,8.1,34.1,42.2,23.8,18.5,6.5,3.1,4.9,23.9,21.3,101.4,-12.6,9,28,28,29,7,29,29,19,18,17,23,21,22,11,28,17,24,15,29,22,29,9,25,21,29,30,10,Phoenix Suns,11082018
234,1610612757,Portland Trail Blazers,12,9,3,0.75,48.4,42.3,90.8,0.465,11.5,31.8,0.362,21.2,24.6,0.861,11.8,40.2,51.9,20.3,14.3,6.0,4.9,6.3,21.6,21.8,117.2,10.0,1,3,5,5,13,8,13,10,11,14,12,5,13,1,7,2,2,28,9,29,21,25,8,16,6,3,10,Portland Trail Blazers,11082018
235,1610612758,Sacramento Kings,11,6,5,0.545,48.0,45.4,91.6,0.495,10.5,26.7,0.395,16.2,24.6,0.657,9.5,34.9,44.5,25.5,15.2,8.5,4.8,6.1,23.0,23.5,117.5,-1.4,9,10,10,12,15,3,6,2,17,26,2,24,12,30,22,12,17,6,19,9,22,24,17,10,5,19,10,Sacramento Kings,11082018
236,1610612759,San Antonio Spurs,10,6,4,0.6,49.0,41.3,92.0,0.449,9.4,24.6,0.382,18.9,22.6,0.836,11.2,34.5,45.7,24.3,11.6,7.0,4.1,5.0,19.3,22.4,110.9,1.1,25,10,6,8,3,9,5,17,26,28,4,13,17,2,10,16,13,14,1,19,25,12,1,14,11,13,10,San Antonio Spurs,11082018
237,1610612761,Toronto Raptors,12,11,1,0.917,48.0,44.4,90.7,0.49,11.7,33.7,0.347,16.6,20.8,0.799,10.4,36.4,46.8,25.3,14.6,8.7,5.8,4.8,23.2,21.1,117.1,9.3,1,1,1,1,15,4,14,4,10,10,20,23,26,9,16,9,9,7,12,5,12,7,20,22,7,4,10,Toronto Raptors,11082018
238,1610612762,Utah Jazz,11,5,6,0.455,48.0,39.0,84.2,0.463,11.3,32.4,0.348,21.3,29.4,0.724,9.8,32.6,42.5,24.5,14.9,8.5,5.7,3.8,23.0,25.8,110.5,1.1,9,15,17,17,15,23,28,11,12,13,18,4,1,22,21,24,22,13,14,9,16,3,17,2,15,14,10,Utah Jazz,11082018
239,1610612764,Washington Wizards,10,2,8,0.2,48.5,39.0,88.6,0.44,10.6,33.9,0.313,21.6,27.3,0.791,8.5,31.3,39.8,22.3,14.4,8.1,7.0,5.1,23.7,23.2,110.2,-10.3,25,28,23,28,5,23,18,23,16,9,26,3,7,10,26,26,29,22,10,12,2,14,24,12,16,28,10,Washington Wizards,11082018
240,1610612737,Atlanta Hawks,12,3,9,0.25,48.0,39.6,87.8,0.451,11.8,35.2,0.334,18.7,25.8,0.725,9.4,34.9,44.3,24.6,18.8,8.1,6.1,5.3,23.8,24.4,109.6,-9.7,4,25,25,26,16,19,23,15,9,4,23,15,11,23,24,13,19,11,30,11,9,16,24,7,19,27,10,Atlanta Hawks,11092018
241,1610612738,Boston Celtics,12,7,5,0.583,48.4,38.5,89.8,0.429,13.3,37.3,0.358,15.8,20.3,0.778,10.1,36.4,46.5,24.0,13.3,6.8,5.3,3.5,21.9,21.0,106.1,2.3,4,8,9,11,11,27,15,29,3,3,13,26,29,14,19,7,10,15,4,21,19,1,10,24,24,10,10,Boston Celtics,11092018
242,1610612751,Brooklyn Nets,12,6,6,0.5,48.4,40.6,89.2,0.455,12.8,34.8,0.369,15.6,22.0,0.708,11.1,32.8,43.8,24.3,14.7,6.6,5.0,4.9,23.1,21.1,109.6,0.8,4,11,15,15,11,14,16,13,5,6,8,27,23,26,12,24,20,12,13,23,20,12,17,22,19,14,10,Brooklyn Nets,11092018
243,1610612766,Charlotte Hornets,12,6,6,0.5,48.4,42.9,92.8,0.462,12.8,34.8,0.368,18.2,22.8,0.796,10.7,34.6,45.3,25.3,12.9,6.6,6.4,7.5,21.5,22.5,116.8,7.2,4,11,15,15,11,7,3,11,5,5,9,17,17,9,14,15,15,8,2,23,4,30,6,14,8,6,10,Charlotte Hornets,11092018
244,1610612741,Chicago Bulls,12,3,9,0.25,49.3,39.6,87.5,0.452,11.0,29.9,0.368,17.0,22.3,0.764,8.1,34.1,42.2,22.7,15.0,6.9,5.6,6.9,20.9,19.3,107.2,-7.2,4,25,25,26,2,19,25,14,14,20,10,21,21,16,29,19,26,20,15,20,16,28,5,30,23,26,10,Chicago Bulls,11092018
245,1610612739,Cleveland Cavaliers,11,1,10,0.091,48.0,38.9,87.6,0.444,8.2,23.5,0.347,17.7,21.5,0.823,11.8,30.5,42.3,20.3,15.5,7.6,2.0,6.0,22.1,20.5,103.7,-10.6,17,30,30,30,16,26,24,22,30,30,19,20,24,3,6,29,24,28,23,14,30,22,11,26,26,29,10,Cleveland Cavaliers,11092018
246,1610612742,Dallas Mavericks,11,3,8,0.273,48.5,39.5,87.8,0.45,12.0,34.4,0.349,19.6,25.2,0.78,10.9,33.5,44.4,23.0,17.6,6.3,4.7,4.9,22.3,25.6,110.7,-4.5,17,25,23,25,6,22,22,16,8,7,18,11,12,13,13,20,18,18,28,27,24,10,13,2,13,22,10,Dallas Mavericks,11092018
247,1610612743,Denver Nuggets,12,9,3,0.75,48.4,40.8,89.0,0.459,8.6,28.0,0.307,19.3,25.8,0.748,12.7,35.8,48.4,24.3,14.4,8.5,5.0,6.3,21.7,23.4,109.6,7.5,4,3,4,4,11,12,17,12,29,23,29,12,10,18,1,10,6,12,10,8,20,24,9,10,19,5,10,Denver Nuggets,11092018
248,1610612765,Detroit Pistons,11,6,5,0.545,49.4,40.0,93.1,0.43,10.9,34.1,0.32,19.8,26.8,0.739,12.6,36.4,49.0,20.7,15.2,6.7,3.9,4.8,25.3,24.4,110.7,-0.4,17,11,9,13,1,15,2,28,15,8,27,10,8,21,2,9,4,27,21,22,27,9,30,8,13,17,10,Detroit Pistons,11092018
249,1610612744,Golden State Warriors,12,10,2,0.833,48.0,45.5,88.2,0.516,13.0,31.1,0.418,18.4,22.5,0.819,9.5,36.8,46.3,30.6,15.4,7.6,5.9,3.7,22.9,20.7,122.4,10.7,4,2,2,2,16,2,19,1,4,16,1,16,19,5,23,4,11,1,22,15,11,2,16,25,1,2,10,Golden State Warriors,11092018
250,1610612745,Houston Rockets,10,4,6,0.4,48.0,37.1,88.2,0.421,13.7,41.9,0.327,14.9,20.9,0.713,11.1,30.5,41.6,20.8,14.6,8.6,6.2,4.8,23.4,20.0,102.8,-6.1,28,22,15,22,16,28,18,30,2,1,25,28,27,25,11,28,27,26,12,7,5,8,22,28,27,23,10,Houston Rockets,11092018
251,1610612754,Indiana Pacers,13,8,5,0.615,48.0,41.3,85.2,0.485,8.8,24.2,0.365,14.5,20.9,0.691,8.3,32.4,40.7,22.1,14.0,8.6,5.3,6.0,19.8,20.5,105.9,3.8,1,6,9,7,16,9,27,5,28,29,11,29,26,29,26,25,28,23,6,6,18,22,3,27,25,9,10,Indiana Pacers,11092018
252,1610612746,LA Clippers,11,6,5,0.545,48.0,40.9,86.4,0.474,9.8,24.9,0.394,23.5,28.6,0.822,9.4,36.6,46.0,22.0,15.1,5.3,6.1,6.4,24.5,24.8,115.2,4.8,17,11,9,13,16,11,26,8,24,27,2,1,4,4,25,5,12,24,19,30,8,26,29,5,9,7,10,LA Clippers,11092018
253,1610612747,Los Angeles Lakers,11,5,6,0.455,48.5,46.1,93.5,0.493,10.3,29.1,0.353,16.0,22.2,0.721,9.9,34.7,44.6,26.2,15.5,8.6,6.2,5.6,22.2,21.4,118.5,-0.6,17,18,15,18,6,1,1,2,20,22,15,25,22,24,20,14,17,5,23,5,6,20,12,20,3,19,10,Los Angeles Lakers,11092018
254,1610612763,Memphis Grizzlies,10,6,4,0.6,48.0,35.8,80.0,0.448,10.1,27.1,0.373,20.5,27.2,0.754,7.3,30.0,37.3,23.4,13.4,10.2,4.0,4.6,22.6,23.8,102.2,1.6,28,11,6,9,16,30,30,18,21,26,5,7,6,17,30,30,30,17,5,2,26,6,14,9,29,12,10,Memphis Grizzlies,11092018
255,1610612748,Miami Heat,11,5,6,0.455,48.5,39.6,90.5,0.438,12.4,33.4,0.371,19.0,27.0,0.704,12.4,36.5,48.9,22.8,16.6,7.0,7.2,7.1,23.1,25.1,110.6,0.5,17,18,15,18,6,18,14,24,7,10,6,13,7,27,3,6,5,19,27,18,1,29,18,4,15,15,10,Miami Heat,11092018
256,1610612749,Milwaukee Bucks,11,9,2,0.818,48.0,44.2,92.1,0.48,15.0,40.5,0.37,17.9,22.4,0.801,10.4,42.2,52.5,27.0,15.5,6.2,6.2,5.4,21.6,21.5,121.3,13.6,17,3,2,3,16,5,5,6,1,2,7,19,20,7,17,1,1,2,25,28,6,17,8,19,2,1,10,Milwaukee Bucks,11092018
257,1610612750,Minnesota Timberwolves,13,4,9,0.308,48.0,39.8,92.5,0.431,10.8,30.2,0.357,20.1,24.5,0.818,11.7,31.2,42.9,22.2,13.2,9.2,5.9,5.6,20.7,22.4,110.5,-7.2,1,22,25,24,16,16,4,27,16,19,14,8,15,6,8,26,22,22,3,3,10,18,4,16,16,25,10,Minnesota Timberwolves,11092018
258,1610612740,New Orleans Pelicans,11,5,6,0.455,48.0,43.5,91.1,0.477,9.7,27.7,0.351,20.9,28.3,0.74,11.4,35.7,47.1,26.7,15.1,7.3,5.8,5.0,24.2,23.0,117.5,-1.1,17,18,15,18,16,6,10,7,25,24,17,5,5,20,9,11,7,3,19,17,14,13,27,12,5,20,10,New Orleans Pelicans,11092018
259,1610612752,New York Knicks,12,4,8,0.333,48.8,39.7,91.2,0.435,9.9,29.8,0.332,18.1,23.3,0.778,12.3,33.2,45.4,19.7,15.0,7.6,3.8,6.5,23.2,22.1,107.3,-2.6,4,22,23,23,4,17,9,26,23,21,24,18,16,14,4,22,14,30,15,15,28,27,19,17,22,21,10,New York Knicks,11092018
260,1610612760,Oklahoma City Thunder,11,7,4,0.636,48.0,40.6,91.2,0.446,8.9,30.7,0.29,20.0,28.9,0.692,12.1,34.5,46.6,20.9,14.2,11.6,5.8,4.3,24.4,26.3,110.2,4.0,17,8,6,6,16,13,8,21,27,18,30,9,3,28,5,16,9,25,8,1,14,5,28,1,17,8,10,Oklahoma City Thunder,11092018
261,1610612753,Orlando Magic,12,5,7,0.417,48.0,39.6,90.8,0.436,10.1,31.4,0.321,13.3,18.0,0.741,10.5,33.3,43.8,25.0,14.0,7.9,5.9,4.0,19.6,19.7,102.6,-7.1,4,18,22,21,16,19,11,25,22,15,26,30,30,19,15,21,20,9,6,13,11,4,2,29,28,24,10,Orlando Magic,11092018
262,1610612755,Philadelphia 76ers,13,8,5,0.615,48.8,39.1,88.1,0.444,11.2,33.2,0.336,23.1,29.4,0.785,10.2,39.7,49.9,26.2,16.5,6.5,6.5,5.6,23.9,24.6,112.4,-0.5,1,6,9,7,5,25,20,23,13,12,21,2,2,11,18,3,3,4,26,26,3,18,26,6,10,18,10,Philadelphia 76ers,11092018
263,1610612756,Phoenix Suns,11,2,9,0.182,48.5,37.0,82.8,0.447,10.4,30.9,0.335,17.0,21.5,0.789,8.1,34.1,42.2,23.8,18.5,6.5,3.1,4.9,23.9,21.3,101.4,-12.6,17,28,25,28,6,29,29,19,19,17,22,21,24,10,28,18,25,16,29,25,29,10,25,21,30,30,10,Phoenix Suns,11092018
264,1610612757,Portland Trail Blazers,12,9,3,0.75,48.4,42.3,90.8,0.465,11.5,31.8,0.362,21.2,24.6,0.861,11.8,40.2,51.9,20.3,14.3,6.0,4.9,6.3,21.6,21.8,117.2,10.0,4,3,4,4,11,8,11,10,11,14,12,4,14,1,7,2,2,29,9,29,22,24,7,18,6,3,10,Portland Trail Blazers,11092018
265,1610612758,Sacramento Kings,12,7,5,0.583,48.0,45.2,91.9,0.491,10.7,27.2,0.393,16.8,25.0,0.67,9.8,35.1,44.8,25.5,15.0,8.3,4.9,5.7,23.5,23.4,117.8,-0.3,4,8,9,11,16,3,7,3,17,25,3,23,13,30,21,12,16,6,15,9,22,21,23,10,4,16,10,Sacramento Kings,11092018
266,1610612759,San Antonio Spurs,10,6,4,0.6,49.0,41.3,92.0,0.449,9.4,24.6,0.382,18.9,22.6,0.836,11.2,34.5,45.7,24.3,11.6,7.0,4.1,5.0,19.3,22.4,110.9,1.1,28,11,6,9,3,10,6,17,26,28,4,14,18,2,10,17,13,14,1,18,25,13,1,15,12,13,10,San Antonio Spurs,11092018
